,Magnetic Field (Oe),True Field (Oe)
410,20956.475,21562.6086809002
411,20935.8545,21563.87770630341
412,20914.246,21552.399312744088
413,20893.9055,21547.16072926806
414,20873.5595,21484.974377094615
415,20853.2135,21497.193225337396
416,20833.861,21450.912846698542
417,20813.664,21443.64732042404
418,20793.3255,21430.884315222338
419,20772.9865,21329.94204355038
420,20751.5185,21382.533355405238
421,20730.8975,21364.802285675683
422,20711.4075,21286.80762632426
423,20690.506,21305.391553352725
424,20669.1785,21292.934037761497
425,20649.547,21250.434699572746
426,20628.221,21294.01703435874
427,20607.6005,21208.74269909471
428,20588.11,21219.713181282186
429,20567.066,21154.930056596277
430,20546.87,21116.584270320076
431,20526.3915,21133.081282537885
432,20505.065,21128.144341322302
433,20485.151,21099.86456167895
434,20466.2265,21101.919171834492
435,20447.0185,21061.837913100437
436,20426.116,21056.359444932925
437,20405.497,21048.14217827196
438,20384.453,20993.284222368984
439,20362.702,20951.63965838613
440,20342.788,20926.685947949092
441,20323.7225,20948.37783176377
442,20302.6785,20922.608345732224
443,20281.6335,20912.629898202686
444,20261.579,20883.738892338348
445,20242.372,20840.552074495947
446,20221.4685,20835.660682000573
447,20200.002,20783.739821168736
448,20179.9475,20828.620413903067
449,20159.75,20770.428630388134
450,20140.6855,20758.50146428714
451,20118.6535,20700.41490621923
452,20097.1845,20690.477708685605
453,20078.2605,20697.618826724785
454,20057.923,20657.335638658365
455,20037.7255,20632.9387646224
456,20018.0935,20617.83361508689
457,19996.7675,20605.856494826778
458,19976.996,20586.88032358323
459,19957.789,20562.98360731015
460,19936.462,20537.37090571586
461,19916.972,20515.183954745084
462,19896.3525,20509.521733528596
463,19875.1675,20446.91115643137
464,19855.9605,20430.789560424462
465,19835.0585,20437.669139914
466,19813.7315,20392.682694655698
467,19793.534,20391.441333646166
468,19773.0565,20337.695980324228
469,19752.7195,20372.1006278394
470,19733.5115,20321.754391736376
471,19713.457,20285.467136657608
472,19693.4015,20293.320242551763
473,19672.641,20246.9686718474
474,19650.044,20246.48952517946
475,19631.118,20226.17616983228
476,19612.0525,20209.57288751578
477,19589.315,20193.004735302275
478,19566.859,20192.73097817366
479,19547.9345,20115.255204166173
480,19529.998,20102.777435128097
481,19509.8015,20137.897439806675
482,19489.746,20072.82112791806
483,19468.5605,20034.780933143706
484,19447.375,20063.963361940456
485,19427.6025,19993.965567629835
486,19406.5595,19965.51090408254
487,19386.9285,19954.755358851264
488,19367.4385,19932.274397812464
489,19345.548,19897.611960423677
490,19325.7765,19867.72191681966
491,19305.722,19856.723982453466
492,19285.1025,19879.0448634056
493,19266.036,19836.777489012744
494,19245.839,19775.518115551655
495,19224.794,19828.05375236083
496,19203.045,19781.33063374871
497,19183.132,19766.81741095053
498,19163.3595,19756.464464001394
499,19141.1865,19720.77642914225
500,19120.4245,19654.388434301956
501,19101.9225,19609.828677852463
502,19082.999,19643.565418778053
503,19061.674,19618.354610097238
504,19040.7715,19588.1593448336
505,19022.2705,19549.713208291138
506,19002.7805,19544.948283532325
507,18982.1605,19532.29620881984
508,18960.2695,19537.732191860065
509,18939.6495,19511.935945536716
510,18920.4415,19505.383177639258
511,18899.115,19480.422006504068
512,18878.919,19463.290738549822
513,18859.1465,19406.498178657515
514,18837.537,19368.422966722177
515,18817.1995,19362.238600633853
516,18799.546,19343.804907319365
517,18778.9275,19341.295316260595
518,18756.613,19340.201010596607
519,18737.5465,19278.510113798344
520,18717.774,19250.035724386285
521,18696.024,19254.28404822829
522,18676.251,19227.260712125084
523,18657.6075,19180.637290284198
524,18636.5655,19211.4285687459
525,18616.088,19152.686456382587
526,18595.6075,19163.174065994153
527,18573.716,19098.651832459374
528,18553.9455,19097.900105152006
529,18534.3145,19091.639240586337
530,18514.2595,19071.16051084987
531,18494.0635,19028.9831917991
532,18473.585,18997.271051924425
533,18454.5185,18962.579316923227
534,18434.745,18960.123190869446
535,18413.984,18917.76722984537
536,18393.2235,18923.307810768238
537,18372.745,18916.14136719937
538,18353.113,18862.612841225822
539,18332.3525,18878.552226696484
540,18311.0285,18861.165864415496
541,18291.679,18820.22609382725
542,18271.622,18791.612955652075
543,18251.1435,18785.874490775874
544,18231.6555,18761.71657095308
545,18210.8945,18767.20720450525
546,18190.2735,18698.788835038467
547,18171.0665,18696.66752402806
548,18150.871,18646.583769729255
549,18129.9675,18680.703902057783
550,18110.196,18648.372465735676
551,18088.7305,18624.773917978517
552,18068.1115,18575.94723880951
553,18048.763,18583.037201648047
554,18028.001,18547.597048673422
555,18007.5225,18528.820026104993
556,17987.3265,18504.837353677558
557,17966.2815,18478.11694573677
558,17945.2375,18452.626047002348
559,17925.466,18434.148770105843
560,17906.541,18424.64598175071
561,17887.0515,18390.91781913889
562,17865.867,18416.28980595888
563,17845.529,18377.243636420284
564,17825.898,18334.57135696474
565,17805.5615,18318.296472985166
566,17784.9415,18275.089860505188
567,17766.0155,18292.815641051893
568,17746.242,18240.952266155964
569,17724.6335,18192.177409439148
570,17703.5905,18196.973680368894
571,17683.113,18207.83813714619
572,17662.7765,18193.10074113292
573,17641.874,18142.304514037543
574,17622.242,18153.768947196582
575,17602.47,18106.009752652637
576,17582.2755,18052.15576935697
577,17562.08,18073.144424395192
578,17541.884,18003.558282440194
579,17520.9805,18000.519278810658
580,17500.783,18002.354959873705
581,17481.4345,17957.855193850824
582,17460.674,17961.373635739892
583,17440.4785,17949.65362148296
584,17419.859,17922.22197632623
585,17399.0965,17878.782685114133
586,17378.4765,17868.74646762323
587,17358.8465,17849.505981541508
588,17340.204,17830.964810189173
589,17320.4325,17814.145626622183
590,17299.956,17811.712861324122
591,17279.336,17784.86412496335
592,17258.715,17759.21922867985
593,17237.8105,17734.38317871115
594,17217.4725,17718.32360002909
595,17197.137,17688.394228625122
596,17177.0815,17674.13704578513
